sample,population,count,total_count,percentage
sample05998,nk_cell,10020,107424,9.33
sample05998,monocyte,26871,107424,25.01
sample05999,b_cell,6188,105681,5.86
sample05999,cd8_t_cell,25366,105681,24.0
sample05999,cd4_t_cell,29191,105681,27.62
sample05999,nk_cell,19399,105681,18.36
sample05999,monocyte,25537,105681,24.16
sample06000,b_cell,7787,92495,8.42
sample06000,cd8_t_cell,22174,92495,23.97
sample06000,cd4_t_cell,23990,92495,25.94
sample06000,nk_cell,17571,92495,19.0
sample06000,monocyte,20973,92495,22.67
sample06001,b_cell,10727,99769,10.75
sample06001,cd8_t_cell,24254,99769,24.31
sample06001,cd4_t_cell,32050,99769,32.12
sample06001,nk_cell,13423,99769,13.45
sample06001,monocyte,19315,99769,19.36
sample06002,b_cell,11038,102652,10.75
sample06002,cd8_t_cell,29303,102652,28.55
sample06002,cd4_t_cell,34401,102652,33.51
sample06002,nk_cell,11357,102652,11.06
sample06002,monocyte,16553,102652,16.13
sample06003,b_cell,13334,107786,12.37
sample06003,cd8_t_cell,26392,107786,24.49
sample06003,cd4_t_cell,28830,107786,26.75
sample06003,nk_cell,16403,107786,15.22
sample06003,monocyte,22827,107786,21.18
sample06004,b_cell,16239,107406,15.12
sample06004,cd8_t_cell,26839,107406,24.99
sample06004,cd4_t_cell,33461,107406,31.15
sample06004,nk_cell,13336,107406,12.42
sample06004,monocyte,17531,107406,16.32
sample06005,b_cell,9447,90470,10.44
sample06005,cd8_t_cell,22526,90470,24.9
sample06005,cd4_t_cell,21263,90470,23.5
sample06005,nk_cell,17886,90470,19.77
sample06005,monocyte,19348,90470,21.39
sample06006,b_cell,5031,100398,5.01
sample06006,cd8_t_cell,29886,100398,29.77
sample06006,cd4_t_cell,34629,100398,34.49
sample06006,nk_cell,13181,100398,13.13
sample06006,monocyte,17671,100398,17.6
sample06007,b_cell,8594,102348,8.4
sample06007,cd8_t_cell,29789,102348,29.11
sample06007,cd4_t_cell,35750,102348,34.93
sample06007,nk_cell,14612,102348,14.28
sample06007,monocyte,13603,102348,13.29
sample06008,b_cell,12337,90883,13.57
sample06008,cd8_t_cell,24057,90883,26.47
sample06008,cd4_t_cell,19624,90883,21.59
sample06008,nk_cell,10308,90883,11.34
sample06008,monocyte,24557,90883,27.02
sample06009,b_cell,12395,94742,13.08
sample06009,cd8_t_cell,20847,94742,22.0
sample06009,cd4_t_cell,26142,94742,27.59
sample06009,nk_cell,16949,94742,17.89
sample06009,monocyte,18409,94742,19.43
sample06010,b_cell,5628,105967,5.31
sample06010,cd8_t_cell,30605,105967,28.88
sample06010,cd4_t_cell,39303,105967,37.09
sample06010,nk_cell,6563,105967,6.19
sample06010,monocyte,23868,105967,22.52
sample06011,b_cell,10660,98515,10.82
sample06011,cd8_t_cell,21769,98515,22.1
sample06011,cd4_t_cell,33909,98515,34.42
sample06011,nk_cell,11391,98515,11.56
sample06011,monocyte,20786,98515,21.1
sample06012,b_cell,10236,107346,9.54
sample06012,cd8_t_cell,29784,107346,27.75
sample06012,cd4_t_cell,35856,107346,33.4
sample06012,nk_cell,9620,107346,8.96
sample06012,monocyte,21850,107346,20.35
sample06013,b_cell,8443,108273,7.8
sample06013,cd8_t_cell,22269,108273,20.57
sample06013,cd4_t_cell,30329,108273,28.01
sample06013,nk_cell,21261,108273,19.64
sample06013,monocyte,25971,108273,23.99
sample06014,b_cell,8638,109266,7.91
sample06014,cd8_t_cell,38068,109266,34.84
sample06014,cd4_t_cell,31036,109266,28.4
sample06014,nk_cell,17366,109266,15.89
sample06014,monocyte,14158,109266,12.96
sample06015,b_cell,6568,94066,6.98
sample06015,cd8_t_cell,28992,94066,30.82
sample06015,cd4_t_cell,30831,94066,32.78
sample06015,nk_cell,11757,94066,12.5
sample06015,monocyte,15918,94066,16.92
sample06016,b_cell,11778,108568,10.85
sample06016,cd8_t_cell,26395,108568,24.31
sample06016,cd4_t_cell,31169,108568,28.71
sample06016,nk_cell,10783,108568,9.93
sample06016,monocyte,28443,108568,26.2
sample06017,b_cell,8796,91459,9.62
sample06017,cd8_t_cell,20097,91459,21.97
sample06017,cd4_t_cell,28026,91459,30.64
sample06017,nk_cell,14210,91459,15.54
sample06017,monocyte,20330,91459,22.23
sample06018,b_cell,8050,92515,8.7
sample06018,cd8_t_cell,19566,92515,21.15
sample06018,cd4_t_cell,23189,92515,25.07
sample06018,nk_cell,19138,92515,20.69
sample06018,monocyte,22572,92515,24.4
sample06019,b_cell,11708,93582,12.51
sample06019,cd8_t_cell,32781,93582,35.03
sample06019,cd4_t_cell,24115,93582,25.77
sample06019,nk_cell,8995,93582,9.61
sample06019,monocyte,15983,93582,17.08
sample06020,b_cell,11322,105544,10.73
sample06020,cd8_t_cell,22148,105544,20.98
sample06020,cd4_t_cell,35025,105544,33.19
sample06020,nk_cell,7272,105544,6.89
sample06020,monocyte,29777,105544,28.21
sample06021,b_cell,10139,102952,9.85
sample06021,cd8_t_cell,24668,102952,23.96
sample06021,cd4_t_cell,28158,102952,27.35
sample06021,nk_cell,11167,102952,10.85
sample06021,monocyte,28820,102952,27.99
sample06022,b_cell,7687,102474,7.5
sample06022,cd8_t_cell,21088,102474,20.58
sample06022,cd4_t_cell,33736,102474,32.92
sample06022,nk_cell,12460,102474,12.16
sample06022,monocyte,27503,102474,26.84
sample06023,b_cell,12547,107015,11.72
sample06023,cd8_t_cell,21574,107015,20.16
sample06023,cd4_t_cell,29971,107015,28.01
sample06023,nk_cell,21464,107015,20.06
sample06023,monocyte,21459,107015,20.05
sample06024,b_cell,5943,97367,6.1
sample06024,cd8_t_cell,27779,97367,28.53
sample06024,cd4_t_cell,32982,97367,33.87
sample06024,nk_cell,12082,97367,12.41
sample06024,monocyte,18581,97367,19.08
sample06025,b_cell,13144,96380,13.64
sample06025,cd8_t_cell,27003,96380,28.02
sample06025,cd4_t_cell,25970,96380,26.95
sample06025,nk_cell,10417,96380,10.81
sample06025,monocyte,19846,96380,20.59
sample06026,b_cell,14171,99588,14.23
sample06026,cd8_t_cell,25783,99588,25.89
sample06026,cd4_t_cell,30914,99588,31.04
sample06026,nk_cell,15605,99588,15.67
sample06026,monocyte,13115,99588,13.17
sample06027,b_cell,10565,95095,11.11
sample06027,cd8_t_cell,22438,95095,23.6
sample06027,cd4_t_cell,34072,95095,35.83
sample06027,nk_cell,11085,95095,11.66
sample06027,monocyte,16935,95095,17.81
sample06028,b_cell,7317,99299,7.37
sample06028,cd8_t_cell,33215,99299,33.45
sample06028,cd4_t_cell,27693,99299,27.89
sample06028,nk_cell,11233,99299,11.31
sample06028,monocyte,19841,99299,19.98
sample06029,b_cell,7339,98681,7.44
sample06029,cd8_t_cell,25621,98681,25.96
sample06029,cd4_t_cell,25629,98681,25.97
sample06029,nk_cell,22555,98681,22.86
sample06029,monocyte,17537,98681,17.77
sample06030,b_cell,7695,91198,8.44
sample06030,cd8_t_cell,20780,91198,22.79
sample06030,cd4_t_cell,23209,91198,25.45
sample06030,nk_cell,16752,91198,18.37
sample06030,monocyte,22762,91198,24.96
sample06031,b_cell,8408,92361,9.1
sample06031,cd8_t_cell,18751,92361,20.3
sample06031,cd4_t_cell,26081,92361,28.24
sample06031,nk_cell,16428,92361,17.79
sample06031,monocyte,22693,92361,24.57
sample06032,b_cell,10279,99204,10.36
sample06032,cd8_t_cell,20603,99204,20.77
sample06032,cd4_t_cell,38915,99204,39.23
sample06032,nk_cell,15688,99204,15.81
sample06032,monocyte,13719,99204,13.83
sample06033,b_cell,9037,97122,9.3
sample06033,cd8_t_cell,26204,97122,26.98
sample06033,cd4_t_cell,35371,97122,36.42
sample06033,nk_cell,9375,97122,9.65
sample06033,monocyte,17135,97122,17.64
sample06034,b_cell,5996,92297,6.5
sample06034,cd8_t_cell,24744,92297,26.81
sample06034,cd4_t_cell,26499,92297,28.71
sample06034,nk_cell,14513,92297,15.72
sample06034,monocyte,20545,92297,22.26
sample06035,b_cell,9376,94913,9.88
sample06035,cd8_t_cell,19761,94913,20.82
sample06035,cd4_t_cell,27653,94913,29.14
sample06035,nk_cell,18320,94913,19.3
sample06035,monocyte,19803,94913,20.86
sample06036,b_cell,10944,92347,11.85
sample06036,cd8_t_cell,24379,92347,26.4
sample06036,cd4_t_cell,35979,92347,38.96
sample06036,nk_cell,5913,92347,6.4
sample06036,monocyte,15132,92347,16.39
sample06037,b_cell,6213,95850,6.48
sample06037,cd8_t_cell,20405,95850,21.29
sample06037,cd4_t_cell,36889,95850,38.49
sample06037,nk_cell,14292,95850,14.91
sample06037,monocyte,18051,95850,18.83
sample06038,b_cell,3404,108095,3.15
sample06038,cd8_t_cell,13938,108095,12.89
sample06038,cd4_t_cell,41600,108095,38.48
sample06038,nk_cell,16287,108095,15.07
sample06038,monocyte,32866,108095,30.4
sample06039,b_cell,8683,99127,8.76
sample06039,cd8_t_cell,17812,99127,17.97
sample06039,cd4_t_cell,33957,99127,34.26
sample06039,nk_cell,12502,99127,12.61
sample06039,monocyte,26173,99127,26.4
sample06040,b_cell,9295,101696,9.14
sample06040,cd8_t_cell,22943,101696,22.56
sample06040,cd4_t_cell,27931,101696,27.47
sample06040,nk_cell,16990,101696,16.71
sample06040,monocyte,24537,101696,24.13
sample06041,b_cell,7505,99624,7.53
sample06041,cd8_t_cell,28591,99624,28.7
sample06041,cd4_t_cell,26919,99624,27.02
sample06041,nk_cell,16689,99624,16.75
sample06041,monocyte,19920,99624,20.0
sample06042,b_cell,10372,102433,10.13
sample06042,cd8_t_cell,20566,102433,20.08
sample06042,cd4_t_cell,35274,102433,34.44
sample06042,nk_cell,13589,102433,13.27
sample06042,monocyte,22632,102433,22.09
sample06043,b_cell,9415,92808,10.14
sample06043,cd8_t_cell,26363,92808,28.41
sample06043,cd4_t_cell,31738,92808,34.2
sample06043,nk_cell,11126,92808,11.99
sample06043,monocyte,14166,92808,15.26
sample06044,b_cell,7179,93110,7.71
sample06044,cd8_t_cell,24533,93110,26.35
sample06044,cd4_t_cell,25964,93110,27.89
sample06044,nk_cell,15962,93110,17.14
sample06044,monocyte,19472,93110,20.91
sample06045,b_cell,6022,115033,5.24
sample06045,cd8_t_cell,24633,115033,21.41
sample06045,cd4_t_cell,45924,115033,39.92
sample06045,nk_cell,14775,115033,12.84
sample06045,monocyte,23679,115033,20.58
sample06046,b_cell,8877,93087,9.54
sample06046,cd8_t_cell,29727,93087,31.93
sample06046,cd4_t_cell,23387,93087,25.12
sample06046,nk_cell,14338,93087,15.4
sample06046,monocyte,16758,93087,18.0
sample06047,b_cell,9510,99449,9.56
sample06047,cd8_t_cell,23123,99449,23.25
sample06047,cd4_t_cell,35684,99449,35.88
sample06047,nk_cell,11396,99449,11.46
sample06047,monocyte,19736,99449,19.85
sample06048,b_cell,11117,104934,10.59
sample06048,cd8_t_cell,22564,104934,21.5
sample06048,cd4_t_cell,35335,104934,33.67
sample06048,nk_cell,11052,104934,10.53
sample06048,monocyte,24866,104934,23.7
sample06049,b_cell,11190,99907,11.2
sample06049,cd8_t_cell,18433,99907,18.45
sample06049,cd4_t_cell,35314,99907,35.35
sample06049,nk_cell,21085,99907,21.1
sample06049,monocyte,13885,99907,13.9
sample06050,b_cell,9142,101101,9.04
sample06050,cd8_t_cell,24169,101101,23.91
sample06050,cd4_t_cell,26832,101101,26.54
sample06050,nk_cell,18562,101101,18.36
sample06050,monocyte,22396,101101,22.15
sample06051,b_cell,4630,89701,5.16
sample06051,cd8_t_cell,23525,89701,26.23
sample06051,cd4_t_cell,31869,89701,35.53
sample06051,nk_cell,12449,89701,13.88
sample06051,monocyte,17228,89701,19.21
sample06052,b_cell,4920,90127,5.46
sample06052,cd8_t_cell,27590,90127,30.61
sample06052,cd4_t_cell,26124,90127,28.99
sample06052,nk_cell,11480,90127,12.74
sample06052,monocyte,20013,90127,22.21
sample06053,b_cell,10670,105599,10.1
sample06053,cd8_t_cell,25916,105599,24.54
sample06053,cd4_t_cell,26781,105599,25.36
sample06053,nk_cell,18867,105599,17.87
sample06053,monocyte,23365,105599,22.13
sample06054,b_cell,13700,106333,12.88
sample06054,cd8_t_cell,23180,106333,21.8
sample06054,cd4_t_cell,33270,106333,31.29
sample06054,nk_cell,17003,106333,15.99
sample06054,monocyte,19180,106333,18.04
sample06055,b_cell,11077,99086,11.18
sample06055,cd8_t_cell,22590,99086,22.8
sample06055,cd4_t_cell,31171,99086,31.46
sample06055,nk_cell,14493,99086,14.63
sample06055,monocyte,19755,99086,19.94
sample06056,b_cell,14594,88726,16.45
sample06056,cd8_t_cell,19020,88726,21.44
sample06056,cd4_t_cell,24313,88726,27.4
sample06056,nk_cell,14152,88726,15.95
sample06056,monocyte,16647,88726,18.76
sample06057,b_cell,10363,103180,10.04
sample06057,cd8_t_cell,26213,103180,25.41
sample06057,cd4_t_cell,42395,103180,41.09
sample06057,nk_cell,8490,103180,8.23
sample06057,monocyte,15719,103180,15.23
sample06058,b_cell,8633,96138,8.98
sample06058,cd8_t_cell,20368,96138,21.19
sample06058,cd4_t_cell,30625,96138,31.86
sample06058,nk_cell,19617,96138,20.41
sample06058,monocyte,16895,96138,17.57
sample06059,b_cell,9414,104202,9.03
sample06059,cd8_t_cell,19259,104202,18.48
sample06059,cd4_t_cell,36817,104202,35.33
sample06059,nk_cell,20696,104202,19.86
sample06059,monocyte,18016,104202,17.29
sample06060,b_cell,10263,98191,10.45
sample06060,cd8_t_cell,26659,98191,27.15
sample06060,cd4_t_cell,29926,98191,30.48
sample06060,nk_cell,12603,98191,12.84
sample06060,monocyte,18740,98191,19.09
sample06061,b_cell,14708,109342,13.45
sample06061,cd8_t_cell,34404,109342,31.46
sample06061,cd4_t_cell,15590,109342,14.26
sample06061,nk_cell,20871,109342,19.09
sample06061,monocyte,23769,109342,21.74
sample06062,b_cell,4254,101892,4.18
sample06062,cd8_t_cell,26127,101892,25.64
sample06062,cd4_t_cell,24017,101892,23.57
sample06062,nk_cell,30137,101892,29.58
sample06062,monocyte,17357,101892,17.03
sample06063,b_cell,10664,104035,10.25
sample06063,cd8_t_cell,23380,104035,22.47
sample06063,cd4_t_cell,32650,104035,31.38
sample06063,nk_cell,9812,104035,9.43
sample06063,monocyte,27529,104035,26.46
sample06064,b_cell,3307,101425,3.26
sample06064,cd8_t_cell,25781,101425,25.42
sample06064,cd4_t_cell,33663,101425,33.19
sample06064,nk_cell,17455,101425,17.21
sample06064,monocyte,21219,101425,20.92
sample06065,b_cell,10944,103639,10.56
sample06065,cd8_t_cell,23467,103639,22.64
sample06065,cd4_t_cell,32604,103639,31.46
sample06065,nk_cell,11084,103639,10.69
sample06065,monocyte,25540,103639,24.64
sample06066,b_cell,9645,102623,9.4
sample06066,cd8_t_cell,21857,102623,21.3
sample06066,cd4_t_cell,39489,102623,38.48
sample06066,nk_cell,13722,102623,13.37
sample06066,monocyte,17910,102623,17.45
sample06067,b_cell,10692,93613,11.42
sample06067,cd8_t_cell,29235,93613,31.23
sample06067,cd4_t_cell,23112,93613,24.69
sample06067,nk_cell,12861,93613,13.74
sample06067,monocyte,17713,93613,18.92
sample06068,b_cell,14899,93103,16.0
sample06068,cd8_t_cell,21400,93103,22.99
sample06068,cd4_t_cell,32820,93103,35.25
sample06068,nk_cell,9485,93103,10.19
sample06068,monocyte,14499,93103,15.57
sample06069,b_cell,11456,108736,10.54
sample06069,cd8_t_cell,29518,108736,27.15
sample06069,cd4_t_cell,33720,108736,31.01
sample06069,nk_cell,9669,108736,8.89
sample06069,monocyte,24373,108736,22.41
sample06070,b_cell,16530,104885,15.76
sample06070,cd8_t_cell,34979,104885,33.35
sample06070,cd4_t_cell,21359,104885,20.36
sample06070,nk_cell,14880,104885,14.19
sample06070,monocyte,17137,104885,16.34
sample06071,b_cell,9699,111846,8.67
sample06071,cd8_t_cell,24079,111846,21.53
sample06071,cd4_t_cell,43217,111846,38.64
sample06071,nk_cell,12961,111846,11.59
sample06071,monocyte,21890,111846,19.57
sample06072,b_cell,8959,97309,9.21
sample06072,cd8_t_cell,20227,97309,20.79
sample06072,cd4_t_cell,29105,97309,29.91
sample06072,nk_cell,10730,97309,11.03
sample06072,monocyte,28288,97309,29.07
sample06073,b_cell,16146,93618,17.25
sample06073,cd8_t_cell,23912,93618,25.54
sample06073,cd4_t_cell,25959,93618,27.73
sample06073,nk_cell,13593,93618,14.52
sample06073,monocyte,14008,93618,14.96
sample06074,b_cell,10168,101191,10.05
sample06074,cd8_t_cell,20405,101191,20.16
sample06074,cd4_t_cell,27283,101191,26.96
sample06074,nk_cell,13710,101191,13.55
sample06074,monocyte,29625,101191,29.28
sample06075,b_cell,8183,90836,9.01
sample06075,cd8_t_cell,28846,90836,31.76
sample06075,cd4_t_cell,29295,90836,32.25
sample06075,nk_cell,7456,90836,8.21
sample06075,monocyte,17056,90836,18.78
sample06076,b_cell,14091,106738,13.2
sample06076,cd8_t_cell,22664,106738,21.23
sample06076,cd4_t_cell,34284,106738,32.12
sample06076,nk_cell,15234,106738,14.27
sample06076,monocyte,20465,106738,19.17
sample06077,b_cell,11588,89600,12.93
sample06077,cd8_t_cell,19571,89600,21.84
sample06077,cd4_t_cell,25577,89600,28.55
sample06077,nk_cell,10648,89600,11.88
sample06077,monocyte,22216,89600,24.79
sample06078,b_cell,17114,106491,16.07
sample06078,cd8_t_cell,25819,106491,24.25
sample06078,cd4_t_cell,37300,106491,35.03
sample06078,nk_cell,10242,106491,9.62
sample06078,monocyte,16016,106491,15.04
sample06079,b_cell,9297,103533,8.98
sample06079,cd8_t_cell,30898,103533,29.84
sample06079,cd4_t_cell,31507,103533,30.43
sample06079,nk_cell,10642,103533,10.28
sample06079,monocyte,21189,103533,20.47
sample06080,b_cell,9316,103884,8.97
sample06080,cd8_t_cell,25392,103884,24.44
sample06080,cd4_t_cell,30710,103884,29.56
sample06080,nk_cell,13529,103884,13.02
sample06080,monocyte,24937,103884,24.0
sample06081,b_cell,6540,90462,7.23
sample06081,cd8_t_cell,25742,90462,28.46
sample06081,cd4_t_cell,28432,90462,31.43
sample06081,nk_cell,12037,90462,13.31
sample06081,monocyte,17711,90462,19.58
sample06082,b_cell,10729,96738,11.09
sample06082,cd8_t_cell,26614,96738,27.51
sample06082,cd4_t_cell,25558,96738,26.42
sample06082,nk_cell,12393,96738,12.81
sample06082,monocyte,21444,96738,22.17
sample06083,b_cell,10544,101123,10.43
sample06083,cd8_t_cell,25185,101123,24.91
sample06083,cd4_t_cell,31813,101123,31.46
sample06083,nk_cell,14590,101123,14.43
sample06083,monocyte,18991,101123,18.78
sample06084,b_cell,6230,92219,6.76
sample06084,cd8_t_cell,23588,92219,25.58
sample06084,cd4_t_cell,36909,92219,40.02
sample06084,nk_cell,7358,92219,7.98
sample06084,monocyte,18134,92219,19.66
sample06085,b_cell,15446,95667,16.15
sample06085,cd8_t_cell,20163,95667,21.08
sample06085,cd4_t_cell,27561,95667,28.81
sample06085,nk_cell,17313,95667,18.1
sample06085,monocyte,15184,95667,15.87
sample06086,b_cell,11258,102351,11.0
sample06086,cd8_t_cell,21582,102351,21.09
sample06086,cd4_t_cell,36776,102351,35.93
sample06086,nk_cell,21244,102351,20.76
sample06086,monocyte,11491,102351,11.23
sample06087,b_cell,6838,99790,6.85
sample06087,cd8_t_cell,27912,99790,27.97
sample06087,cd4_t_cell,18837,99790,18.88
sample06087,nk_cell,24596,99790,24.65
sample06087,monocyte,21607,99790,21.65
sample06088,b_cell,7421,95516,7.77
sample06088,cd8_t_cell,20770,95516,21.75
sample06088,cd4_t_cell,31183,95516,32.65
sample06088,nk_cell,11757,95516,12.31
sample06088,monocyte,24385,95516,25.53
sample06089,b_cell,10075,95821,10.51
sample06089,cd8_t_cell,27909,95821,29.13
sample06089,cd4_t_cell,31146,95821,32.5
sample06089,nk_cell,14793,95821,15.44
sample06089,monocyte,11898,95821,12.42
sample06090,b_cell,10460,108124,9.67
sample06090,cd8_t_cell,24352,108124,22.52
sample06090,cd4_t_cell,33665,108124,31.14
sample06090,nk_cell,22550,108124,20.86
sample06090,monocyte,17097,108124,15.81
sample06091,b_cell,11096,98857,11.22
sample06091,cd8_t_cell,21548,98857,21.8
sample06091,cd4_t_cell,34486,98857,34.88
sample06091,nk_cell,14929,98857,15.1
sample06091,monocyte,16798,98857,16.99
sample06092,b_cell,6424,104164,6.17
sample06092,cd8_t_cell,24944,104164,23.95
sample06092,cd4_t_cell,38545,104164,37.0
sample06092,nk_cell,8063,104164,7.74
sample06092,monocyte,26188,104164,25.14
sample06093,b_cell,9259,106351,8.71
sample06093,cd8_t_cell,26735,106351,25.14
sample06093,cd4_t_cell,36979,106351,34.77
sample06093,nk_cell,14042,106351,13.2
sample06093,monocyte,19336,106351,18.18
sample06094,b_cell,12222,97184,12.58
sample06094,cd8_t_cell,20998,97184,21.61
sample06094,cd4_t_cell,28846,97184,29.68
sample06094,nk_cell,15518,97184,15.97
sample06094,monocyte,19600,97184,20.17
sample06095,b_cell,5054,96835,5.22
sample06095,cd8_t_cell,23132,96835,23.89
sample06095,cd4_t_cell,30481,96835,31.48
sample06095,nk_cell,22432,96835,23.17
sample06095,monocyte,15736,96835,16.25
sample06096,b_cell,17087,95428,17.91
sample06096,cd8_t_cell,22406,95428,23.48
sample06096,cd4_t_cell,21255,95428,22.27
sample06096,nk_cell,13607,95428,14.26
sample06096,monocyte,21073,95428,22.08
sample06097,b_cell,14953,92877,16.1
sample06097,cd8_t_cell,18332,92877,19.74
sample06097,cd4_t_cell,31782,92877,34.22
sample06097,nk_cell,17118,92877,18.43
sample06097,monocyte,10692,92877,11.51
sample06098,b_cell,17173,94580,18.16
sample06098,cd8_t_cell,19482,94580,20.6
sample06098,cd4_t_cell,27620,94580,29.2
sample06098,nk_cell,13965,94580,14.77
sample06098,monocyte,16340,94580,17.28
sample06099,b_cell,6984,103331,6.76
